fake_acctcode,segment,refresh_month,opt_in_date,fuel_only_parent_acct,cli_amount,fleetcor_open_datex,cityx,statex,zipx,term_daysx,due_daysx,lock_daysx,credit_limitx,lock_codex,lock_reasonx,lock_typex,deposit_flagx,portfolio,lob_reportingx,fleetcor_open_datey,cityy,statey,zipy,term_daysy,due_daysy,lock_daysy,credit_limity,lock_codey,lock_reasony,lock_typey,deposit_flagy,porfolio,lob_reportingy,snapshot_date,current_balance,unbilled_balance,days_past_due,bal_1_30,bal_31_60,bal_61_90,bal_90_plus,yearmonthx,ccs_grade,paydex,yearmonthy,nsf_amount,nsf_pmts,yearmonthxx,payment_amount,no_of_payment,yearmonthyy,credit_limitxx,fuel_net_rev,nonfuel_net_rev,net_fee_rev,tot_net_rev,yearmonthxxx,credit_limityy,gallons,fuel_spend,nonfuel_spend,tot_spend,quarter_refreshed,vantage_score,yearmonthyyy,wo_amount
200150,63,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,20-07-2021 12:18,PINEY CREEK,NC,28663,7,7,10,15500,M,COLLECT,PERM LOCK,0,Kwik Trip,NAP,01-10-2022,0,0,0,0,0,0,0,202210,F,20,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,588,Unknown,0
260572,7,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,03-11-2005 14:35,Unknown,Unknown,Unknown,7,4,16,8700,M,Inactive,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,60.01,0,0,0,0,0,202211,B,79,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
263050,21,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,02-06-2020 08:38,CALGARY,AB,T3J0Z1,7,7,5,9000,Z,UNLOCKED,UNLOCKED,0,HSMC,NAP,01-10-2022,0,0,0,0,0,0,0,202210,B,80,Unknown,0,0,202304,808.35,3,202303,9000,1.604766,0,0,1.604766,202303,9000,63.182,314.66,0,314.66,2022Q3,0,Unknown,0
273809,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,22-03-2017 09:55,CINCINNATI,OH,45244,30,15,10,6160,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,01-10-2022,0,1331.87,0,0,0,0,0,202210,A,80,Unknown,0,0,202210,2112.65,1,202210,6160,8.871516,0,13,21.871516,202210,6160,532.999,2069.88,146.22,2216.1,2022Q3,0,Unknown,0
179363,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,21-08-2018 10:48,THIBODAUX,LA,70301,30,14,7,161200,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,48.62,0,0,0,0,0,202210,B,71,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,0,Unknown,0
203921,55,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,04-09-2021 10:34,LOS ANGELES,CA,90017,30,10,10,18500,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,78,94.99,246.09,353.51,0,202212,D,76,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,0,202212,712.44
241962,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,10-01-2023 11:41,SNELLVILLE,GA,30039,7,7,9,9500,M,NSF,TEMP LOCK,0,Fuelman,Fuelman,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,202311,142.22,1,202301,1000.94,2,202301,9500,75.31,0,0,75.31,202301,9500,459.504,1907.1,0,1907.1,2023Q1,661,Unknown,0
259046,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,02-06-1995,Unknown,Unknown,Unknown,30,22,32,4400,U,Unknown,UNLOCKED,0,BP,NAP,01-10-2022,209.88,36.34,0,0,0,0,0,202210,O,0,Unknown,0,0,202210,209.88,1,202211,4400,-3.15,0,83.53,80.38,202210,4400,96.213,333.92,0,333.92,2022Q3,0,Unknown,0
200687,44,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,27-07-2021 16:01,YOUNGSVILLE,LA,70592,7,7,3,5000,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,25,6892.12,0,0,0,202210,B,53,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,716,202212,6892.12
172332,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,01-03-2016 15:37,TEXARKANA,AR,71854,30,30,16,5000,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,561.5,0,0,0,0,0,202210,C1,73,Unknown,0,0,202210,1342.75,2,202210,5000,23.35,0,154.98,178.33,202210,5000,135.304,473.98,0,473.98,2022Q3,0,Unknown,0
157664,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,06-10-2022 08:13,TOLEDO,OH,43623,7,7,10,2000,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,01-12-2022,140,70,0,0,0,0,0,202212,A,80,Unknown,0,0,202210,308.31,2,202301,2000,0,0,150,150,202210,2000,177.7,665.16,0,665.16,2022Q4,788,Unknown,0
225307,60,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,19-05-2022 15:46,BOWIE,MD,20721,30,10,9,6300,M,COLLECT,PERM LOCK,1,Fuelman,Fuelman,01-10-2022,0,0,78,836.71,713.15,4876.88,0,202212,F,25,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,202212,6551.3
114241,25,202208,02-05-2022,0,12000,19-01-2021 08:37,WALDORF,MD,20602,30,15,10,12000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
311237,9,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,28-03-2013 10:30,WOODSTOCK,CT,6281,30,20,10,8000,Y,UNLOCKED,UNLOCKED,0,UNMC,NAL MC,01-10-2022,286.23,0,0,0,0,0,0,202210,A,80,Unknown,0,0,Unknown,0,0,202210,8000,7.69,0,44,51.69,202210,8000,94.1,331.19,0,331.19,2022Q3,0,Unknown,0
243567,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,01-03-2023 10:32,GREENFIELD,CA,93927,15,15,10,1000,M,NSF,TEMP LOCK,0,ARCO,NAP,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,202304,59.51,1,202304,59.51,1,202303,1000,0.09,0,0,0.09,202303,1000,11.931,52.01,0,52.01,Unknown,0,202308,59.51
285182,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,01-03-2011 11:13,CHICAGO,IL,60611,30,14,18,4200,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,01-10-2022,0,260.4,0,0,0,0,0,202210,A,0,Unknown,0,0,202210,280.35,1,202210,4200,2.82635,0,19.95,22.77635,202210,4200,41.49,168.34,29,197.34,2022Q3,0,Unknown,0
172025,10,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,21-01-2016 10:34,ZANESVILLE,OH,43701,30,22,16,1000,U,Unknown,UNLOCKED,0,BP,NAP,01-10-2022,0,0,0,0,0,0,0,202210,A,74,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,0,Unknown,0
121121,8,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,09-07-2021 08:33,LITHONIA,GA,30038,30,14,18,3000,Q,INACTIVE,PERM LOCK,0,BPMC,NAP,01-10-2022,0,0,0,0,0,0,0,202210,A,80,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,663,Unknown,0
201823,33,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,11-08-2021 12:06,AUSTIN,TX,78752,30,10,9,900,M,COLLECT,PERM LOCK,1,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,C2,59,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
117336,7,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,16-04-2021 07:22,LOS ANGELES,CA,90067,7,7,18,2700,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,01-10-2022,0,0,7,17,0,0,0,202210,O,80,Unknown,0,0,202211,40.92,1,202210,2700,0,0,12,12,Unknown,0,0,0,0,0,2022Q3,0,Unknown,0
224144,60,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,06-05-2022 10:34,YORBA LINDA,CA,92886,30,14,7,3000,M,OTHER,PERM LOCK,0,ARCO,NAP,01-10-2022,0,477.09,0,0,0,0,0,202211,C1,80,Unknown,0,0,202210,557.58,1,202210,3000,0.72,0,80.49,81.21,202210,3000,96.949,538.51,0,538.51,2022Q4,0,Unknown,0
205285,7,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,20-09-2021 15:41,CROSBY,TX,77532,30,10,9,14500,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202211,D,66,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
158184,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,04-11-2022 09:11,BUFFALO,NY,14219,7,7,10,11500,I,BAD AGENCY,PERM LOCK,0,SWMC,NAP,01-12-2022,1603.39,822.01,0,0,0,0,0,202212,X,0,Unknown,0,0,202211,1589.05,1,202211,11500,20.481534,0,0,20.481534,202211,11500,823.71,4571.56,0,4571.56,2022Q4,621,202305,11324.98
241252,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,28-11-2022 10:40,ROCK ISLAND,TN,38581,7,7,3,4000,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,202212,442.46,2,202212,4000,8.28,0,0,8.28,202212,4000,121.293,446.18,0,446.18,2023Q1,594,Unknown,0
312765,45,202208,11-05-2021,0,4500,15-08-2019 09:11,WHEELING,WV,26003,30,15,5,7500,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
251226,0,Unknown,23-03-2023,195895,2500,15-03-2023 10:02,SPEEDWELL,TN,37870,30,15,3,2500,Q,INACTIVE,PERM LOCK,0,FMMC,NAL MC,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
187756,33,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,24-08-2020 10:59,OCONTOFALLS,WI,54154,7,7,3,5400,M,COLLECT,PERM LOCK,1,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202212,C1,73,Unknown,0,0,Unknown,0,0,202210,5400,63.01,0,107.01,170.02,202210,5400,177.264,847.56,0,847.56,2022Q4,666,202303,1252.51
229664,14,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,11-07-2022 10:33,ORLANDO,FL,32835,15,14,16,600,M,OTHER,PERM LOCK,1,BP,NAP,01-10-2022,0,0,0,0,0,0,0,202210,B,80,Unknown,0,0,202302,41.07,1,202302,600,0,0,5,5,202301,600,16.801,73.57,0,73.57,2022Q4,571,Unknown,0
196210,55,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,14-05-2021 11:17,WESTCHESTER,IL,60154,30,15,7,1400,M,BAD AGENCY,PERM LOCK,0,BP,NAP,01-10-2022,0,0,93,0,124.72,484.52,408.9,202210,X,0,Unknown,0,0,202212,1018.14,1,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
243886,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,22-03-2023 10:50,Cliffside Park,NJ,7010,7,7,10,5400,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,202304,1496.63,2,202304,5400,91.88,0,0,91.88,202304,5400,1413.073,5243.65,0,5243.65,2023Q2,0,Unknown,0
315180,29,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,20-09-2018 08:32,STAPLETON,AL,36578,15,11,10,6500,2,Fees,PERM LOCK,1,UNMC,NAL MC,01-10-2022,0,1853.58,0,0,0,0,0,202210,B,80,Unknown,0,0,Unknown,0,0,202210,6500,82.21,36.08,160,278.29,202210,6500,1067.79,3876.61,241.15,4117.76,2022Q3,804,Unknown,0
268770,10,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,02-02-2019 11:11,GRIGGSVILLE,IL,62340,30,30,30,500,C,High Risk Management,PERM LOCK,0,CSMC,NAP,01-10-2022,0,0,0,0,0,0,0,202211,A,80,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
186503,25,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,28-04-2020 11:19,BROUSSARD,LA,70518,7,7,10,2000,M,OTHER,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202212,A,80,Unknown,0,0,202210,148.65,2,202210,2000,-1.47,0,21.04,19.57,202210,2000,21.87,67.8,0,67.8,2022Q3,0,Unknown,0
311452,0,Unknown,29-03-2018,0,0,23-02-2017 11:07,HOUSTON,TX,77020,15,7,3,4000,Q,INACTIVE,PERM LOCK,0,FMMC,NAL MC,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
270563,3,202208,09-09-2022,0,56000,24-12-2019 08:35,LIMA,OH,45804,30,15,18,56000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
116296,37,202208,09-05-2022,0,7500,19-03-2021 07:23,LELAND,NC,28451,30,14,10,7500,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
284971,0,Unknown,24-12-2019,0,9500,29-12-2018 09:58,PITTSBURGH,PA,15212,15,14,10,4500,A,Other,PERM LOCK,0,BPMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
268309,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,19-10-2013 09:56,HILBERT,WI,54129,30,19,30,4500,Z,UNLOCKED,UNLOCKED,0,MKMC,NAP,01-10-2022,0,203.66,0,0,0,0,0,202210,B,76,Unknown,0,0,202210,308.9,1,202210,4500,5.80923,0,0,5.80923,202210,4500,78.618,371.3,0,371.3,2022Q3,0,Unknown,0
164755,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,24-04-2014 01:49,EL LAGO,TX,77586,14,14,16,11500,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,71.78,0,0,0,0,0,202211,C1,69,Unknown,0,0,202210,283.65,1,202210,11500,54.58,0,75.3322,129.9122,202210,11500,62.434,238.94,0,238.94,2022Q3,790,Unknown,0
180921,4,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,09-01-2019 10:32,PRINCE FREDERICK,MD,20678,14,10,10,2000,M,CLOSED,PERM LOCK,1,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,X,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
113806,4,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,31-12-2020 07:20,DALLAS,TX,75244,30,14,10,9500,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,01-10-2022,0,0,0,0,0,0,0,202210,C1,77,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
166602,10,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,02-10-2014 11:25,LA CROSSE,WI,54602,30,21,16,15500,M,Inactive,PERM LOCK,0,Kwik Trip,NAP,01-10-2022,0,90.89,0,0,0,0,0,202210,B,74,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
164108,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,23-12-2013 07:37,Unknown,Unknown,Unknown,30,14,16,3000,U,Unknown,UNLOCKED,0,ARCO,NAP,01-10-2022,0,1359.33,0,0,0,0,0,202212,B,79,Unknown,0,0,202210,1378.92,1,202210,3000,1.08,0,19.59,20.67,202210,3000,230.413,1365.85,0,1365.85,2022Q3,814,Unknown,0
185060,25,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,12-12-2019 15:34,LITTLE ELM,TX,75068,7,10,10,6200,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,B,80,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,719,Unknown,0
159997,34,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,10-03-2003,Unknown,Unknown,Unknown,7,7,10,10000,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,476.48,341.12,0,0,0,0,0,202212,D,67,Unknown,0,0,202210,2400.76,5,202210,10000,151.23,0,335.0518,486.2818,202210,10000,470.817,1754.38,0,1754.38,2022Q3,0,Unknown,0
254452,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,25-06-1999,Unknown,Unknown,Unknown,30,7,16,2900,M,OTHER,PERM LOCK,0,ARCO,NAP,01-10-2022,0,507.03,0,0,0,0,0,202210,A,80,Unknown,0,0,202210,571.41,1,202210,2900,0.54,0,3,3.54,202210,2900,92.226,515.57,0,515.57,2022Q3,0,Unknown,0
114723,47,202208,03-03-2022,0,3000,03-02-2021 08:44,HENRICO,VA,23231,30,15,7,3000,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
205726,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,24-09-2021 11:03,FRIANT,CA,93626,30,14,16,13000,U,Unknown,UNLOCKED,0,ARCO,NAP,01-10-2022,0,897.67,0,0,0,0,0,202210,B,79,Unknown,0,0,202210,1207.91,1,202210,13000,0.9,0,258.49,259.39,202210,13000,210.553,1260.32,0,1260.32,2022Q3,0,Unknown,0
293382,10,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,20-03-2015 08:55,BYRON CENTER,MI,49315,15,15,18,18500,A,Other,PERM LOCK,0,FMMC,NAL MC,01-10-2022,0,0,0,0,0,0,0,202210,A,79,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
229581,58,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,08-07-2022 15:32,OTTUMWA,IA,52501,7,7,18,2000,U,Unknown,UNLOCKED,0,BP,NAP,01-10-2022,0,90.62,0,0,0,0,0,202210,X,0,Unknown,0,0,202210,652.9,3,202210,2000,-5.4,0,161.55,156.15,202210,2000,155.126,545.25,0,545.25,2022Q4,797,Unknown,0
141416,54,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,04-05-2022 08:11,SAN DIEGO,CA,92107,30,14,5,1000,I,BAD AGENCY,PERM LOCK,0,ARMC,NAP,01-10-2022,399.54,119.36,0,0,0,0,0,202210,B,80,Unknown,0,0,202210,400,1,202210,1000,0.36,0,116.31,116.67,202210,1000,63.29,375.04,0,375.04,2022Q4,818,Unknown,0
181925,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,04-04-2019 15:37,PEORIA,IL,61604,14,10,16,6380,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,577.95,0,0,0,0,0,202210,B,66,Unknown,0,0,202210,1676.82,2,202210,6380,159.99,0,236.59,396.58,202210,6380,421.017,1894.08,0,1894.08,2022Q3,825,Unknown,0
234405,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,29-08-2022 10:56,JACKSONVILLE,FL,32208,30,10,9,0,M,OVERDUE,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,65,0,0,0,0,0,202211,X,0,Unknown,0,0,202210,64.77,1,202210,0,1.18,0,0,1.18,202210,0,50.214,162.67,0,162.67,2022Q4,0,202308,132.16
287283,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,08-12-2016 13:50,ZEELAND,MI,49464,30,15,10,36250,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,01-10-2022,0,9040.37,0,0,0,0,0,202212,C2,70,Unknown,0,0,202210,14193.56,1,202210,36250,160.230096,0,70.5,230.730096,202210,36250,3683.442,15700.47,0,15700.47,2022Q3,0,Unknown,0
134706,61,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,03-02-2022 08:13,HAMPTON,GA,30228,30,14,18,1000,G,OVERDUE,PERM LOCK,0,BPMC,NAP,01-10-2022,87.07,0,56,0,366.91,0,0,202210,B,75,Unknown,0,0,202210,100,1,202301,1000,1.1869728,0,20,21.1869728,202301,1000,20.83,80.48,0,80.48,2023Q1,622,Unknown,0
154700,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,31-08-2022 08:12,SAN BERNARDINO,CA,92410,30,14,18,10500,Z,UNLOCKED,UNLOCKED,0,ARMC,NAP,01-10-2022,0,1079.19,0,0,0,0,0,202212,A,80,Unknown,0,0,202210,1340.76,1,202210,10500,37.343205,0,10,47.343205,202210,10500,482.365,2694.44,39,2733.44,2022Q4,783,Unknown,0
153928,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,24-08-2022 08:13,CHICAGO,IL,60628,7,10,10,400,Z,UNLOCKED,UNLOCKED,0,ARMC,NAP,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,202302,98.82,2,202302,400,0.770796,0,0,0.770796,202302,400,11.49,49.41,0,49.41,2023Q1,643,Unknown,0
161679,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,11-04-2012 10:35,TEMPLE,TX,76502,14,14,16,1370,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,350.46,0,0,0,0,0,202212,A,73,Unknown,0,0,202210,931.67,2,202210,1370,45.56,0,81.2672,126.8272,202210,1370,242.871,754.96,0,754.96,2022Q3,0,Unknown,0
